date,PFOS_finished,PFOS_raw,PFOA_finished,PFOA_raw,GenX_finished,GenX_raw,PFHxS_finished,PFHxS_raw,PFBS_finished,PFBS_raw,PFNA_finished,PFNA_raw,PFDA_finished,PFDA_raw,Total_finished,Total_raw
2023-10-16,,11.1,,5.95,,7.22,,4.69,,5.54,,0.834,,0,,108.62
2023-10-17,0,,0,,2.31,,0,,0,,0,,0,,64.06,
2023-10-23,,13.2,,7.69,,7.19,,6.8,,9.23,,0.936,,0,,128.99
2023-10-24,0,,0,,2.48,,0,,1.03,,0,,0,,70.82,
2023-10-30,,14.4,,8.29,,6.27,,6.8,,8.8,,0.924,,0,,134.76
2023-10-31,0,,0,,2.24,,0,,1.1,,0,,0,,61.5,
2023-11-06,,13.6,,7.39,,5.03,,6.67,,7.97,,1.12,,0,,122.66
2023-11-07,0,,0,,1.99,,0,,1.04,,0,,0,,53.56,
2023-11-13,,13.5,,6.98,,6.35,,6.78,,7.92,,0.951,,0,,133.84
2023-11-14,0,,0,,2.33,,0,,1.12,,0,,0,,60.37,
2023-11-20,,11.3,,6.57,,7.15,,6.25,,9.15,,0.784,,0,,133.2
2023-11-21,0,,0,,2.64,,0,,1.26,,0,,0,,67.87,
2023-11-27,,12.7,,6.16,,7.36,,6.29,,9.44,,0.839,,0,,151.4
2023-11-28,0,,0,,2.81,,0,,1.21,,0,,0,,72.87,
2023-12-04,,12.8,,6.24,,4.36,,7.39,,8.27,,0.818,,0,,139.92
2023-12-05,0,,0,,1.98,,0,,0.96,,0,,0,,60.37,
2023-12-11,,15.7,,6.21,,5.18,,7.91,,6.8,,0.813,,0,,168.91
2023-12-12,0,,0,,0.638,,0,,0,,0,,0,,28.82,
2023-12-18,,11.3,,5.51,,4.4,,7.19,,7.06,,0.691,,0,,124.66
2023-12-19,0,,0,,0.657,,0,,0,,0,,0,,35.5,
2023-12-28,,10.9,,6.62,,2.49,,3.52,,3.99,,0.879,,0,,60.7
2023-12-29,0,,0,,0,,0,,0,,0,,0,,20.68,
2024-01-02,,9.68,,4.25,,1.71,,2.56,,2.25,,0.752,,0,,39.89
2024-01-03,0,,0,,0,,0,,0,,0,,0,,15.59,
2024-01-08,,14.4,,6.32,,1.27,,4.4,,5.21,,0.904,,0,,59.32
2024-01-09,0,,0,,0,,0,,0,,0,,0,,14.75,
2024-01-16,,6.77,,3.28,,0,,1.99,,1.92,,0,,0,,32.44
2024-01-17,0,,0,,0,,0,,0,,0,,0,,17.34,
2024-01-22,,13,,5.82,,1.33,,2.85,,3.6,,0.991,,0,,50.08
2024-01-23,0,,0,,0,,0,,0,,0,,0,,14.76,
2024-01-29,,11.7,,6.17,,1.31,,3.44,,3.59,,0.773,,0,,61.55
2024-01-30,0,,0,,0,,0,,0,,0,,0,,16.22,
2024-02-05,,11.7,,5.05,,1.27,,2.92,,3.11,,0.836,,0,,47.97
2024-02-06,0,,0,,0,,0,,0,,0,,0,,18.5,
2024-02-12,,12.2,,5.87,,2.48,,3.56,,3.58,,0.887,,0,,68.83
2024-02-13,0,,0,,0,,0,,0,,0,,0,,19.28,
2024-02-19,,10.5,,4.54,,1.8,,3.95,,2.85,,0.601,,0,,54.49
2024-02-20,0,,0,,0,,0,,0,,0,,0,,11.9,
2024-02-26,,12.1,,6.81,,3.08,,4.1,,4.14,,0.821,,0,,71.38
2024-02-27,0,,0,,0,,0,,0,,0,,0,,12.48,
2024-03-04,,13.8,,6.86,,4.52,,5.17,,4.31,,0.8,,0,,86.19
2024-03-05,0,,0,,0,,0,,0,,0,,0,,15.55,
2024-03-11,,13.2,,6.56,,2.03,,3.56,,4.51,,0.93,,0,,61.13
2024-03-12,0,,0,,0,,0,,0,,0,,0,,13.37,
2024-03-18,,10.9,,5.85,,1.62,,3.43,,2.98,,0.812,,0,,57.61
2024-03-19,0,,0,,0,,0,,0,,0,,0,,10.08,
2024-03-25,,11,,5.65,,3.02,,3.82,,3.7,,0.795,,0,,87.36
2024-03-26,0,,0,,0,,0,,0,,0,,0,,12.66,
2024-04-01,,6.69,,3.13,,0.696,,2.24,,1.76,,0.653,,0,,32.36
2024-04-02,0,,0,,0,,0,,0,,0,,0,,12.14,
2024-04-08,,11.6,,5.12,,1.86,,3.51,,3.34,,0.714,,0,,64.08
2024-04-09,0,,0,,0,,0,,0,,0,,0,,11.95,
2024-04-15,,10.1,,4.39,,2.8,,3.24,,2.78,,0.684,,0,,77.44
2024-04-16,0,,0,,0,,0,,0,,0,,0,,5.83,
2024-04-22,,12.8,,5.57,,3.35,,4.38,,4.02,,0.765,,0,,91.03
2024-04-23,0,,0,,0,,0,,0,,0,,0,,7.03,
2024-04-29,,10.9,,4.67,,4.45,,2.72,,2.68,,0.687,,0,,99.74
2024-04-30,0,,0,,0,,0,,0,,0,,0,,8.93,
2024-05-06,,11.5,,5.31,,5.2,,4.29,,3.92,,0.651,,0,,109.2
2024-05-07,0,,0,,0,,0,,0,,0,,0,,12.1,
2024-05-13,,11.7,,5.96,,2.9,,3.34,,4.12,,0.906,,0,,81.44
2024-05-14,0,,0,,0,,0,,0,,0,,0,,14.46,
2024-05-20,,12.5,,6.52,,1.05,,3.59,,4.17,,0,,0,,57.05
2024-05-21,0,,0,,0,,0,,0,,0,,0,,13.63,
2024-05-28,,15.9,,6.78,,1.81,,3.73,,4.1,,0.991,,0,,80.75
2024-05-29,0,,0,,0,,0,,0,,0,,0,,14.44,
2024-06-03,,13.1,,6.19,,2.59,,4.07,,4.6,,1.06,,0,,79.93
2024-06-04,0,,0,,0,,0,,0,,0,,0,,16.45,
2024-06-10,,13.5,,6.45,,3.22,,4,,3.9,,0.976,,0,,96.42
2024-06-11,0,,0,,0,,0,,0,,0,,0,,21.48,
2024-06-17,,9.39,,5.32,,5.39,,3.87,,3.7,,0.762,,0,,101.74
2024-06-18,0,,0,,0,,0,,0,,0,,0,,30.39,
2024-06-24,,14.8,,5.88,,6.2,,4.77,,3.81,,0.872,,0,,123.4
2024-06-25,0,,0,,0,,0,,0,,0,,0,,26.47,
2024-07-01,,14.1,,6.4,,5.5,,5.12,,4.26,,0.751,,0,,115.19
2024-07-02,0,,0,,0,,0,,0,,0,,0,,28.11,
2024-07-08,,16.8,,6.69,,5.71,,5.26,,5.8,,0.962,,0,,130.66
2024-07-09,0,,0,,0,,0,,0,,0,,0,,34.22,
2024-07-15,,15.5,,7.6,,5.25,,5.3,,6.37,,1.02,,0,,125.35
2024-07-16,0,,0,,0,,0,,0,,0,,0,,34.1,
2024-07-22,,13.7,,6.34,,2.2,,4.39,,5.49,,0.965,,0,,91.96
2024-07-23,0,,0,,0,,0,,0,,0,,0,,29.56,
2024-07-29,,7.97,,3.23,,2.16,,2.97,,3.21,,0.714,,0,,69.36
2024-07-30,0,,0,,0,,0,,0,,0,,0,,25.3,
2024-08-05,,16.8,,6.44,,1.16,,4.11,,4.81,,1.07,,0.805,,83.56
2024-08-06,0,,0,,0,,0,,0,,0,,0,,25.61,
2024-08-09,0,12,0,4.84,0,2.44,0,3.23,0,3.01,0,0,0,0,27.39,86.63
2024-08-10,,10.5,,3.84,,4.11,,3.21,,2.88,,0,,0,,88.26
2024-08-11,,9.92,,3.85,,4.16,,3.15,,2.72,,0,,0,,84.55
2024-08-12,,7.1,,2.96,,0,,2.22,,2.49,,0.663,,0,,41.69
2024-08-13,,6.45,,2.49,,0,,1.9,,2.11,,0,,0,,38.29
2024-08-14,,6.09,,2.61,,0,,1.77,,1.91,,0.6,,0,,39.95
2024-08-15,,6.01,,2.78,,0,,2.08,,1.62,,0.63,,0,,52.6
2024-08-19,,12.4,,4.2,,1.38,,3.23,,3.13,,0.92,,0,,80.74
2024-08-20,0,,0,,0,,0,,0,,0,,0,,23.55,
2024-08-26,,15.3,,6.53,,1.43,,3.81,,4.29,,1.08,,0,,98.2
2024-08-27,0,,0,,0,,0,,0,,0,,0,,24.56,
2024-09-02,,15.9,,6.58,,2.77,,3.95,,5.02,,1.08,,0.687,,111.69
2024-09-03,0,,0,,0,,0,,0,,0,,0,,36.24,
2024-09-09,,10.7,,5.21,,2.16,,3.41,,3.39,,0.941,,0,,73.82
2024-09-10,0,,0,,0,,0,,0,,0,,0,,35.53,
2024-09-16,,12.5,,6.32,,3.55,,4.07,,4.32,,0.823,,0,,104.9
2024-09-17,0,,0,,0,,0,,0,,0,,0,,32.16,
2024-09-23,,6.67,,3.67,,1.23,,1.81,,2.09,,0.745,,0,,48.96
2024-09-24,0,,0,,0,,0,,0,,0,,0,,25.68,
2024-09-30,,7.69,,3.29,,0.823,,3.24,,2.33,,0.824,,0,,46.67
2024-10-01,0,,0,,0,,0,,0,,0,,0,,22.31,
2024-10-07,,12.6,,5.44,,0.989,,2.85,,2.62,,0.816,,0,,56.91
2024-10-08,0,,0,,0,,0,,0,,0,,0,,25.61,
2024-10-14,,13.6,,6.07,,2.4,,4.14,,3.65,,1.01,,0,,92.54
2024-10-15,0,,0,,0,,0,,0,,0,,0,,22.83,
2024-10-21,,11.4,,5.26,,4.69,,4.13,,3.6,,0.864,,0,,112.78
2024-10-22,0,,0,,0,,0,,0,,0,,0,,29.8,
2024-10-28,,10,,4.68,,6,,4.86,,3.28,,0.738,,0,,122.62
2024-10-29,0,,0,,0.573,,0,,0,,0,,0,,30.31,
2024-11-04,,10,,4.78,,6.75,,4.6,,3.51,,0.69,,0,,123.06
2024-11-05,0,,0,,0.63,,0,,0,,0,,0,,32.91,
2024-11-11,,10,,4.9,,7.03,,6.74,,3.61,,0.684,,0,,134.53
2024-11-12,0,,0,,0.641,,0,,0,,0,,0,,33.5,
2024-11-18,,11.9,,5.19,,7.53,,5.74,,3.9,,0.691,,0,,129.66
2024-11-19,0,,0,,0.766,,0,,0,,0,,0,,33.25,
2024-11-25,,11.9,,5.41,,4.06,,5.86,,4,,0.717,,0,,98.88
2024-11-26,0,,0,,0,,0,,0,,0,,0,,24.16,
2024-12-02,,9.73,,5.45,,4.71,,4.84,,4.05,,0,,0,,103.12
2024-12-03,0,,0,,0,,0,,0,,0,,0,,21.41,
2024-12-09,,9.73,,5.42,,7.71,,5.09,,3.53,,0.676,,0,,121.56
2024-12-10,0,,0,,0,,0,,0,,0,,0,,23.47,
2024-12-16,,11.2,,6.09,,2.44,,6.92,,3.84,,0.739,,0,,78.95
2024-12-17,0,,0,,0,,0,,0,,0,,0,,19.55,
2024-12-23,,10.4,,7.32,,3.88,,4.21,,3.82,,0.787,,0,,90.67
2024-12-24,0,,0,,0,,0,,0,,0,,0,,15.49,
2024-12-30,,12.9,,7.87,,5.47,,4.53,,3.75,,1.03,,0,,124.8
2024-12-31,0,,0,,0,,0,,0,,0,,0,,17.67,
2025-01-06,,10.8,,4.75,,4.65,,3.99,,3.46,,0.723,,0,,96.84
2025-01-07,0,,0,,0,,0,,0,,0,,0,,17.99,
2025-01-13,,7.24,,4.91,,3.66,,3.38,,3.51,,0.6,,0,,78.98
2025-01-14,0,,0,,0,,0,,0,,0,,0,,16.06,
2025-01-20,,9.43,,5.7,,4.95,,5.29,,3.89,,0.686,,0,,96.71
2025-01-21,0,,0,,0,,0,,0,,0,,0,,17.86,
2025-01-27,,8.9,,5.17,,6.1,,3.91,,3.06,,0.633,,0,,105.17
2025-01-28,0,,0,,0,,0,,0,,0,,0,,11.81,
2025-02-03,,8,,4.25,,7.44,,3.86,,3.16,,0,,0,,106.1
2025-02-04,0,,0,,0,,0,,0,,0,,0,,12.71,
2025-02-10,,8.85,,5.96,,1.8,,3.98,,3.2,,0.728,,0,,76.06
2025-02-11,0,,0,,0,,0,,0,,0,,0,,14.65,
2025-02-17,,8.84,,5.23,,1.45,,3.3,,2.9,,0.812,,0,,56.66
2025-02-18,0,,0,,0,,0,,0,,0,,0,,10.14,
2025-02-24,,8.96,,5.35,,1.01,,3.67,,2.33,,0.793,,0,,46.67
2025-02-25,0,,0,,0,,0,,0,,0,,0,,12.7,
2025-03-03,,10.3,,5.91,,1.41,,3.48,,3.73,,0.875,,0,,59.81
2025-03-04,0,,0,,0,,0,,0,,0,,0,,11.91,
2025-03-10,,10.1,,4.9,,1.85,,4.02,,2.75,,0.722,,0,,64.61
2025-03-11,0,,0,,0,,0,,0,,0,,0,,12.81,
2025-03-17,,8.18,,5.02,,2.62,,3.52,,2.94,,0.659,,0,,63.78
2025-03-18,0,,0,,0,,0,,0,,0,,0,,16.44,
2025-03-24,,6.71,,3.5,,2.19,,2.48,,2.1,,0.634,,0,,51.65
2025-03-25,0,,0,,0,,0,,0,,0,,0,,18.78,
2025-03-31,,9,,4.65,,2.96,,3.38,,2.65,,0.695,,0,,79.2
2025-04-01,0,,0,,0,,0,,0,,0,,0,,19.7,
2025-04-07,,8.38,,4.51,,4.35,,3.23,,3.33,,0.823,,0,,90.15
2025-04-08,0,,0,,0,,0,,0,,0,,0,,17.13,
2025-04-14,,9.57,,7.76,,2.17,,3.05,,3.33,,1.04,,0,,74.9
2025-04-15,0,,0,,0,,0,,0,,0,,0,,15.89,
2025-04-21,,9.76,,5.67,,2.07,,4.1,,2.82,,0.837,,0,,66.59
2025-04-22,0,,0,,0,,0,,0,,0,,0,,12.27,
2025-04-28,,10.9,,6.13,,2.9,,4.05,,2.8,,0.833,,0,,91.74
2025-04-29,0,,0,,0,,0,,0,,0,,0,,16.61,
2025-05-05,,10.8,,5.51,,3.97,,4.78,,3.59,,0.861,,0,,102.32
2025-05-06,0,,0,,0,,0,,0,,0,,0,,22.19,
2025-05-12,,9.2,,4.55,,1.83,,3.46,,3.38,,0.924,,0,,64.73
2025-05-13,0,,0,,0,,0,,0,,0,,0,,24.74,
2025-05-19,,8.09,,4.65,,1.44,,2.79,,3.18,,0.921,,0,,60
2025-05-20,0,,0,,0,,0,,0,,0,,0,,19.83,
2025-05-26,,11.5,,6.14,,2.03,,3.18,,3.39,,0.842,,0,,82.53
2025-05-27,0,,0,,0,,0,,0,,0,,0,,18.74,
2025-06-02,,11,,5.84,,3.35,,4.48,,3.69,,0.93,,0,,89.8
2025-06-03,0,,0,,0,,0,,0,,0,,0,,22.84,
2025-06-09,,8.84,,4.92,,2.48,,3.13,,2.8,,0.761,,0,,80.22
2025-06-10,0,,0,,0,,0,,0,,0,,0,,20.66,
2025-06-16,,0,,0,,0,,0,,0,,0,,0,,34.7
2025-06-17,0,,0,,0,,0,,0,,0,,0,,23.47,
2025-06-23,,8.25,,3.79,,1.5,,2.55,,2.39,,0.898,,0,,47.41
2025-06-24,0,,0,,0,,0,,0,,0,,0,,21.64,
2025-06-30,,10.9,,4.8,,2.6,,3.98,,3.45,,0.834,,0,,98.62
2025-07-01,0,,0,,0,,0,,0,,0,,0,,27.42,
2025-07-07,,10.5,,5.06,,4.2,,4.17,,3.45,,0.956,,0,,133.33
2025-07-08,0,,0,,0,,0,,0,,0,,0,,38.2,
2025-07-14,,9.85,,4.11,,0.731,,2.23,,1.94,,0.883,,0,,42.73
2025-07-15,0,,0,,0,,0,,0,,0,,0,,27.03,
2025-07-21,,15.3,,5.67,,0.608,,2.63,,2.12,,1.17,,0.819,,62.01
2025-07-22,0,,0,,0,,0,,0,,0,,0,,25.01,
2025-07-28,,14,,6.74,,0.851,,2.84,,3.48,,1.21,,0.857,,74.68
2025-07-29,0,,0,,0,,0,,0,,0,,0,,29.24,
2025-08-04,,13.1,,6.26,,1.8,,3.07,,3.11,,1.22,,0.91,,103.66
2025-08-05,0,,0,,0,,0,,0,,0,,0,,30.08,
2025-08-11,,7.02,,3.75,,1.06,,2,,2.19,,0.818,,0,,58.13
2025-08-12,0,,0,,0,,0,,0,,0,,0,,25.69,
2025-08-18,,8.03,,3.79,,0.876,,2.22,,2.51,,0.834,,0,,60.31
2025-08-19,0,,0,,0,,0,,0,,0,,0,,25.03,
2025-08-25,,8.28,,3.8,,2.04,,3.25,,2.58,,0.715,,0,,93.77
2025-08-26,0,,0,,0,,0,,0,,0,,0,,28.57,
2025-09-01,,10,,4.57,,3.5,,3.52,,3.05,,0.848,,0,,119.82
2025-09-02,0,,0,,0.618,,0,,0,,0,,0,,34.16,
2025-09-08,,10.8,,4.91,,4.18,,4,,4.09,,0.686,,0,,166.76
2025-09-09,0,,0,,0.854,,0,,0,,0,,0,,48.24,
2025-09-15,,10.7,,6.04,,5.89,,5.36,,4.95,,0.87,,0,,215.89
2025-09-16,0,,0,,0.807,,0,,0,,0,,0,,47.27,
2025-09-22,,11.9,,5.89,,3.2,,5.31,,5.74,,0.818,,0,,164.91
2025-09-23,0,,0,,0.811,,0,,0,,0,,0,,37.52,
2025-09-29,,10.4,,6.18,,4.68,,4.5,,4.09,,0.701,,0,,148.74
2025-09-30,0,,0,,0.896,,0,,0,,0,,0,,42.31,
2025-10-06,,12,,7.02,,6.64,,5.05,,5.47,,1.04,,0,,224.66
2025-10-07,0,,0,,1.02,,0,,0,,0,,0,,45.29,
2025-10-13,,14,,8.05,,3.7,,6.42,,5.24,,0.996,,0,,196.56
2025-10-14,0,,0,,1.27,,0,,0,,0,,0,,49.65,
2025-10-20,,13.5,,5.75,,4.5,,6.1,,4.57,,0.778,,0,,179.78
2025-10-21,0,,0,,0.618,,0,,0,,0,,0,,33.59,
2025-10-27,0,11.3,0,6.67,0.922,4.17,0,6.08,0,5.04,0,0.986,0,0,38.89,168.36
2025-11-03,,11.8,,7.41,,7.62,,6.15,,6.18,,0.925,,0,,267.14
2025-11-04,0,,0,,0,,0,,0,,0,,0,,34.76,
2025-11-10,,13,,6.39,,3.71,,7.15,,4.88,,0.719,,0,,176.6
2025-11-11,0,,0,,0,,0,,0,,0,,0,,28.26,
2025-11-17,,8.87,,6.33,,4.46,,5.22,,4.21,,0.733,,0,,167.77
2025-11-18,0,,0,,0,,0,,0,,0,,0,,29.1,
2025-11-24,,8.45,,4.09,,4.31,,4.2,,4.41,,0.671,,0,,176.33
2025-11-25,0,,0,,0,,0,,0,,0,,0,,31.4,
2025-12-01,,7.5,,4.72,,5.49,,4.99,,4.79,,0.705,,0,,180.3
2025-12-02,0,,0,,0,,0,,0,,0,,0,,29.67,
2025-12-08,,8.15,,5.32,,5.03,,5.11,,4.3,,0.582,,0,,178.05
2025-12-09,0,,0,,0,,0,,0,,0,,0,,31.24,
2025-12-15,,8.87,,5.23,,3.88,,5.64,,4.34,,0.679,,0,,179.8
2025-12-16,0,,0,,0,,0,,0,,0,,0,,30.33,
2025-12-22,,8.24,,5.03,,4.57,,5.27,,3.91,,0.593,,0,,167.12
2025-12-23,0,,0,,0,,0,,0,,0,,0,,25.1,
2025-12-29,,8.62,,4.4,,4.38,,5.2,,4.31,,0.706,,0,,162.53
2025-12-30,0,,0,,0,,0,,0,,0,,0,,25.56,
2026-01-05,,9.2,,5.07,,4.01,,4.11,,3.89,,0.708,,0,,151.51
2026-01-06,0,,0,,0,,0,,0,,0,,0,,24.42,
2026-01-12,,8.37,,5.08,,4.53,,4.17,,3.87,,0.715,,0,,163.15
2026-01-13,0,,0,,0,,0,,0,,0,,0,,25.81,
2026-01-19,,8.25,,5.09,,4.74,,4.86,,4.99,,0.67,,0,,178.47
2026-01-20,0,,0,,0,,0,,0,,0,,0,,21.93,
2026-01-26,,9.9,,5.56,,4.39,,5.79,,4.75,,0.648,,0,,168.11
2026-01-27,0,,0,,0,,0,,0,,0,,0,,21.28,
2026-02-02,,9.9,,5.56,,4.39,,5.79,,4.75,,0.648,,0,,168.11
2026-02-03,0,,0,,0,,0,,0,,0,,0,,21.28,
2026-02-07,0,,0,,0,,0,,0,,0,,0,,22.9,
2026-02-09,,7.16,,4.49,,4.54,,4.22,,4.01,,0.651,,0,,164.63
2026-02-16,,7.72,,4.05,,3.14,,3.75,,3.36,,0,,0,,126.83
2026-02-17,0,,0,,0,,0,,0,,0,,0,,25.27,
